id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,vote_count,vote_average,comb
14160.0,Pete Docter,Ed Asner,Christopher Plummer,Jordan Nagai,Animation Comedy Family Adventure,up,6870.0,7.7,Ed Asner Christopher Plummer Jordan Nagai Pete Docter Animation Comedy Family Adventure
15512.0,Conrad Vernon Rob Letterman,Seth Rogen,Reese Witherspoon,Hugh Laurie,Animation Family Adventure Sci-Fi,monsters vs aliens,1423.0,6.0,Seth Rogen Reese Witherspoon Hugh Laurie Conrad Vernon Rob Letterman Animation Family Adventure Sci-Fi
1726.0,Jon Favreau,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Action Sci-Fi Adventure,iron man,8776.0,7.4,Robert Downey Jr. Terrence Howard Jeff Bridges Jon Favreau Action Sci-Fi Adventure
44826.0,Martin Scorsese,Ben Kingsley,Sacha Baron Cohen,Asa Butterfield,Adventure Drama Family,hugo,2141.0,7.0,Ben Kingsley Sacha Baron Cohen Asa Butterfield Martin Scorsese Adventure Drama Family
8487.0,Barry Sonnenfeld,Will Smith,Kevin Kline,Kenneth Branagh,Action Adventure Comedy Sci-Fi Western,wild wild west,1020.0,5.1,Will Smith Kevin Kline Kenneth Branagh Barry Sonnenfeld Action Adventure Comedy Sci-Fi Western
1735.0,Rob Cohen,Brendan Fraser,Jet Li,John Hannah,Adventure Action Fantasy,the mummy: tomb of the dragon emperor,1387.0,5.2,Brendan Fraser Jet Li John Hannah Rob Cohen Adventure Action Fantasy
297761.0,David Ayer,Will Smith,Margot Robbie,Joel Kinnaman,Action Adventure Crime Fantasy Sci-Fi,suicide squad,7458.0,5.9,Will Smith Margot Robbie Joel Kinnaman David Ayer Action Adventure Crime Fantasy Sci-Fi
2698.0,Tom Shadyac,Steve Carell,Lauren Graham,John Goodman,Fantasy Comedy Family,evan almighty,1151.0,5.3,Steve Carell Lauren Graham John Goodman Tom Shadyac Fantasy Comedy Family
137113.0,Doug Liman,Tom Cruise,Emily Blunt,Brendan Gleeson,Action Sci-Fi,edge of tomorrow,4858.0,7.6,Tom Cruise Emily Blunt Brendan Gleeson Doug Liman Action Sci-Fi
9804.0,Kevin Reynolds,Kevin Costner,Chaim Girafi,Rick Aviles,Adventure Action,waterworld,992.0,5.9,Kevin Costner Chaim Girafi Rick Aviles Kevin Reynolds Adventure Action
14869.0,Stephen Sommers,Dennis Quaid,Channing Tatum,Marlon Wayans,Adventure Action Thriller Sci-Fi,g.i. joe: the rise of cobra,1962.0,5.6,Dennis Quaid Channing Tatum Marlon Wayans Stephen Sommers Adventure Action Thriller Sci-Fi
150540.0,Pete Docter,Amy Poehler,Phyllis Smith,Richard Kind,Drama Comedy Animation Family,inside out,6560.0,8.0,Amy Poehler Phyllis Smith Richard Kind Pete Docter Drama Comedy Animation Family
278927.0,Jon Favreau,Neel Sethi,Bill Murray,Ben Kingsley,Family Adventure Drama Fantasy,the jungle book,2892.0,6.7,Neel Sethi Bill Murray Ben Kingsley Jon Favreau Family Adventure Drama Fantasy
10138.0,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Adventure Action Sci-Fi,iron man 2,6849.0,6.6,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Jon Favreau Adventure Action Sci-Fi
58595.0,Rupert Sanders,Kristen Stewart,Charlize Theron,Chris Hemsworth,Adventure Fantasy Drama,snow white and the huntsman,3118.0,5.8,Kristen Stewart Charlize Theron Chris Hemsworth Rupert Sanders Adventure Fantasy Drama
102651.0,Robert Stromberg,Angelina Jolie,Elle Fanning,Sharlto Copley,Fantasy Adventure Action Family Romance,maleficent,4496.0,7.0,Angelina Jolie Elle Fanning Sharlto Copley Robert Stromberg Fantasy Adventure Action Family Romance
119450.0,Matt Reeves,Andy Serkis,Jason Clarke,Gary Oldman,Sci-Fi Action Drama Thriller,dawn of the planet of the apes,4410.0,7.3,Andy Serkis Jason Clarke Gary Oldman Matt Reeves Sci-Fi Action Drama Thriller
79698.0,Roland Joffé,Josh Hartnett,Simone Kessell,Tamsin Egerton,Action Adventure Sci-Fi Romance,the lovers,34.0,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Roland Joffé Action Adventure Sci-Fi Romance
64686.0,Carl Rinsch,Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,Drama Action Adventure Fantasy,47 ronin,1326.0,5.9,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Carl Rinsch Drama Action Adventure Fantasy
100402.0,Anthony Russo Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Action Adventure Sci-Fi,captain america: the winter soldier,5764.0,7.6,Chris Evans Samuel L. Jackson Scarlett Johansson Anthony Russo Joe Russo Action Adventure Sci-Fi
10192.0,Mike Mitchell,Mike Myers,Eddie Murphy,Cameron Diaz,Comedy Adventure Fantasy Animation Family,shrek forever after,1959.0,6.0,Mike Myers Eddie Murphy Cameron Diaz Mike Mitchell Comedy Adventure Fantasy Animation Family
158852.0,Brad Bird,Britt Robertson,George Clooney,Raffey Cassidy,Adventure Family Mystery Sci-Fi,tomorrowland,2846.0,6.2,Britt Robertson George Clooney Raffey Cassidy Brad Bird Adventure Family Mystery Sci-Fi
177572.0,Chris Williams Don Hall,Scott Adsit,Ryan Potter,Daniel Henney,Adventure Family Animation Action Comedy,big hero 6,6135.0,7.8,Scott Adsit Ryan Potter Daniel Henney Chris Williams Don Hall Adventure Family Animation Action Comedy
82690.0,Rich Moore,John C. Reilly,Sarah Silverman,Jack McBrayer,Family Animation Comedy Adventure,wreck-it ralph,4570.0,7.1,John C. Reilly Sarah Silverman Jack McBrayer Rich Moore Family Animation Comedy Adventure
5255.0,Robert Zemeckis,Tom Hanks,Michael Jeter,Nona Gaye,Adventure Animation Family Fantasy,the polar express,1474.0,6.4,Tom Hanks Michael Jeter Nona Gaye Robert Zemeckis Adventure Animation Family Fantasy
47933.0,Roland Emmerich,Liam Hemsworth,Jeff Goldblum,Bill Pullman,Action Adventure Sci-Fi,independence day: resurgence,2491.0,4.9,Liam Hemsworth Jeff Goldblum Bill Pullman Roland Emmerich Action Adventure Sci-Fi
10191.0,Chris Sanders Dean DeBlois,Jay Baruchel,Gerard Butler,Craig Ferguson,Fantasy Adventure Animation Family,how to train your dragon,4227.0,7.5,Jay Baruchel Gerard Butler Craig Ferguson Chris Sanders Dean DeBlois Fantasy Adventure Animation Family
296.0,Jonathan Mostow,Arnold Schwarzenegger,Nick Stahl,Claire Danes,Action Thriller Sci-Fi,terminator 3: rise of the machines,2143.0,5.9,Arnold Schwarzenegger Nick Stahl Claire Danes Jonathan Mostow Action Thriller Sci-Fi
118340.0,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Action Sci-Fi Adventure,guardians of the galaxy,9742.0,7.9,Chris Pratt Zoe Saldana Dave Bautista James Gunn Action Sci-Fi Adventure
157336.0,Christopher Nolan,Matthew McConaughey,Jessica Chastain,Anne Hathaway,Adventure Drama Sci-Fi,interstellar,10867.0,8.1,Matthew McConaughey Jessica Chastain Anne Hathaway Christopher Nolan Adventure Drama Sci-Fi
27205.0,Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Action Thriller Sci-Fi Mystery Adventure,inception,13752.0,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Christopher Nolan Action Thriller Sci-Fi Mystery Adventure
315011.0,Hideaki Anno Shinji Higuchi,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Action Adventure Drama Horror Sci-Fi,shin godzilla,143.0,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Hideaki Anno Shinji Higuchi Action Adventure Drama Horror Sci-Fi
49051.0,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Adventure Fantasy Action,the hobbit: an unexpected journey,8297.0,7.0,Ian McKellen Martin Freeman Richard Armitage Peter Jackson Adventure Fantasy Action
9799.0,Rob Cohen,Paul Walker,Vin Diesel,Michelle Rodriguez,Action Crime Thriller,the fast and the furious,3428.0,6.6,Paul Walker Vin Diesel Michelle Rodriguez Rob Cohen Action Crime Thriller
4922.0,David Fincher,Cate Blanchett,Brad Pitt,Tilda Swinton,Fantasy Drama Thriller Mystery Romance,the curious case of benjamin button,3292.0,7.3,Cate Blanchett Brad Pitt Tilda Swinton David Fincher Fantasy Drama Thriller Mystery Romance
49538.0,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,Action Sci-Fi Adventure,x-men: first class,5181.0,7.1,James McAvoy Michael Fassbender Jennifer Lawrence Matthew Vaughn Action Sci-Fi Adventure
131634.0,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Action Adventure Sci-Fi,the hunger games: mockingjay - part 2,3984.0,6.6,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Francis Lawrence Action Adventure Sci-Fi
27022.0,Jon Turteltaub,Nicolas Cage,Jay Baruchel,Monica Bellucci,Fantasy Adventure Action Comedy Drama,the sorcerer's apprentice,1470.0,5.8,Nicolas Cage Jay Baruchel Monica Bellucci Jon Turteltaub Fantasy Adventure Action Comedy Drama
503.0,Wolfgang Petersen,Kurt Russell,Richard Dreyfuss,Josh Lucas,Adventure Action Drama Thriller,poseidon,583.0,5.5,Kurt Russell Richard Dreyfuss Josh Lucas Wolfgang Petersen Adventure Action Drama Thriller
241259.0,James Bobin,Johnny Depp,Mia Wasikowska,Anne Hathaway,Fantasy,alice through the looking glass,1725.0,6.5,Johnny Depp Mia Wasikowska Anne Hathaway James Bobin Fantasy
810.0,Chris Miller Raman Hui,Mike Myers,Eddie Murphy,Cameron Diaz,Fantasy Adventure Animation Comedy Family,shrek the third,2278.0,6.0,Mike Myers Eddie Murphy Cameron Diaz Chris Miller Raman Hui Fantasy Adventure Animation Comedy Family
68735.0,Duncan Jones,Paula Patton,Travis Fimmel,Ben Foster,Action Adventure Fantasy,warcraft,2268.0,6.3,Paula Patton Travis Fimmel Ben Foster Duncan Jones Action Adventure Fantasy
87101.0,Alan Taylor,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Sci-Fi Action Thriller Adventure,terminator genisys,3631.0,5.8,Arnold Schwarzenegger Jason Clarke Emilia Clarke Alan Taylor Sci-Fi Action Thriller Adventure
10140.0,Michael Apted,Skandar Keynes,Georgie Henley,Simon Pegg,Adventure Family Fantasy,the chronicles of narnia: the voyage of the dawn treader,1514.0,6.2,Skandar Keynes Georgie Henley Simon Pegg Michael Apted Adventure Family Fantasy
676.0,Michael Bay,Ben Affleck,Josh Hartnett,Kate Beckinsale,History Romance War,pearl harbor,1791.0,6.6,Ben Affleck Josh Hartnett Kate Beckinsale Michael Bay History Romance War
1858.0,Michael Bay,Shia LaBeouf,Josh Duhamel,Megan Fox,Adventure Sci-Fi Action,transformers,4040.0,6.6,Shia LaBeouf Josh Duhamel Megan Fox Michael Bay Adventure Sci-Fi Action
1966.0,Oliver Stone,Colin Farrell,Angelina Jolie,Val Kilmer,War History Action Adventure Drama Romance,alexander,927.0,5.6,Colin Farrell Angelina Jolie Val Kilmer Oliver Stone War History Action Adventure Drama Romance
675.0,David Yates,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy Family Mystery,harry potter and the order of the phoenix,5494.0,7.4,Daniel Radcliffe Rupert Grint Emma Watson David Yates Adventure Fantasy Family Mystery
674.0,Mike Newell,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy Family,harry potter and the goblet of fire,5608.0,7.5,Daniel Radcliffe Rupert Grint Emma Watson Mike Newell Adventure Fantasy Family
8960.0,Peter Berg,Will Smith,Charlize Theron,Jason Bateman,Fantasy Action,hancock,2961.0,6.2,Will Smith Charlize Theron Jason Bateman Peter Berg Fantasy Action
6479.0,Francis Lawrence,Will Smith,Alice Braga,Charlie Tahan,Drama Horror Action Thriller Sci-Fi,i am legend,4853.0,6.9,Will Smith Alice Braga Charlie Tahan Francis Lawrence Drama Horror Action Thriller Sci-Fi
118.0,Tim Burton,Johnny Depp,Freddie Highmore,David Kelly,Adventure Comedy Family Fantasy,charlie and the chocolate factory,3624.0,6.7,Johnny Depp Freddie Highmore David Kelly Tim Burton Adventure Comedy Family Fantasy
2062.0,Jan Pinkava Brad Bird,Patton Oswalt,Ian Holm,Lou Romano,Animation Comedy Family Fantasy,ratatouille,4369.0,7.5,Patton Oswalt Ian Holm Lou Romano Jan Pinkava Brad Bird Animation Comedy Family Fantasy
272.0,Christopher Nolan,Christian Bale,Michael Caine,Liam Neeson,Action Crime Drama,batman begins,7359.0,7.5,Christian Bale Michael Caine Liam Neeson Christopher Nolan Action Crime Drama
10527.0,Eric Darnell Tom McGrath,Ben Stiller,Jada Pinkett Smith,David Schwimmer,Family Animation,madagascar: escape 2 africa,1810.0,6.2,Ben Stiller Jada Pinkett Smith David Schwimmer Eric Darnell Tom McGrath Family Animation
