id,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,vote_count,vote_average,comb
49013,John Lasseter Brad Lewis,Owen Wilson,Larry the Cable Guy,Michael Caine,Animation Family Adventure Comedy,cars 2,2033,5.8,Owen Wilson Larry the Cable Guy Michael Caine John Lasseter Brad Lewis Animation Family Adventure Comedy
44912,Martin Campbell,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Adventure Action Thriller Sci-Fi,green lantern,2487,5.1,Ryan Reynolds Blake Lively Peter Sarsgaard Martin Campbell Adventure Action Thriller Sci-Fi
10193,Lee Unkrich,Tom Hanks,Tim Allen,Ned Beatty,Animation Family Comedy,toy story 3,4597,7.6,Tom Hanks Tim Allen Ned Beatty Lee Unkrich Animation Family Comedy
534,McG,Christian Bale,Sam Worthington,Anton Yelchin,Action Sci-Fi Thriller,terminator salvation,2463,5.9,Christian Bale Sam Worthington Anton Yelchin McG Action Sci-Fi Thriller
168259,James Wan,Vin Diesel,Paul Walker,Dwayne Johnson,Action,furious 7,4176,7.3,Vin Diesel Paul Walker Dwayne Johnson James Wan Action
72190,Marc Forster,Brad Pitt,Mireille Enos,Abigail Hargrove,Action Drama Horror Sci-Fi Thriller,world war z,5560,6.7,Brad Pitt Mireille Enos Abigail Hargrove Marc Forster Action Drama Horror Sci-Fi Thriller
127585,Bryan Singer,Hugh Jackman,James McAvoy,Michael Fassbender,Action Adventure Fantasy Sci-Fi,x-men: days of future past,6032,7.5,Hugh Jackman James McAvoy Michael Fassbender Bryan Singer Action Adventure Fantasy Sci-Fi
54138,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldana,Action Adventure Sci-Fi,star trek into darkness,4418,7.4,Chris Pine Zachary Quinto Zoe Saldana J.J. Abrams Action Adventure Sci-Fi
81005,Bryan Singer,Nicholas Hoult,Eleanor Tomlinson,Ewan McGregor,Action Family Fantasy,jack the giant slayer,2598,5.5,Nicholas Hoult Eleanor Tomlinson Ewan McGregor Bryan Singer Action Family Fantasy
64682,Baz Luhrmann,Leonardo DiCaprio,Tobey Maguire,Carey Mulligan,Drama Romance,the great gatsby,3769,7.3,Leonardo DiCaprio Tobey Maguire Carey Mulligan Baz Luhrmann Drama Romance
9543,Mike Newell,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Adventure Fantasy Action Romance,prince of persia: the sands of time,2317,6.2,Jake Gyllenhaal Gemma Arterton Ben Kingsley Mike Newell Adventure Fantasy Action Romance
68726,Guillermo del Toro,Idris Elba,Charlie Hunnam,Charlie Day,Action Sci-Fi Adventure,pacific rim,4794,6.7,Idris Elba Charlie Hunnam Charlie Day Guillermo del Toro Action Sci-Fi Adventure
38356,Michael Bay,Shia LaBeouf,John Malkovich,Ken Jeong,Action Sci-Fi Adventure,transformers: dark of the moon,3299,6.1,Shia LaBeouf John Malkovich Ken Jeong Michael Bay Action Sci-Fi Adventure
217,Steven Spielberg,Harrison Ford,Cate Blanchett,Shia LaBeouf,Adventure Action,indiana jones and the kingdom of the crystal skull,2495,5.7,Harrison Ford Cate Blanchett Shia LaBeouf Steven Spielberg Adventure Action
105864,Peter Sohn,Raymond Ochoa,Jack Bright,Jeffrey Wright,Adventure Animation Family,the good dinosaur,1736,6.6,Raymond Ochoa Jack Bright Jeffrey Wright Peter Sohn Adventure Animation Family
62177,Brenda Chapman Mark Andrews Steve Purcell,Kelly Macdonald,Billy Connolly,Emma Thompson,Animation Adventure Comedy Family Action Fantasy,brave,4641,6.7,Kelly Macdonald Billy Connolly Emma Thompson Brenda Chapman Mark Andrews Steve Purcell Animation Adventure Comedy Family Action Fantasy
188927,Justin Lin,Chris Pine,Zachary Quinto,Karl Urban,Action Adventure Sci-Fi,star trek beyond,2568,6.6,Chris Pine Zachary Quinto Karl Urban Justin Lin Action Adventure Sci-Fi
10681,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Animation Family,wall·e,6296,7.8,Ben Burtt Elissa Knight Jeff Garlin Andrew Stanton Animation Family
5174,Brett Ratner,Chris Tucker,Jackie Chan,Hiroyuki Sanada,Action Comedy Crime Thriller,rush hour 3,783,6.1,Chris Tucker Jackie Chan Hiroyuki Sanada Brett Ratner Action Comedy Crime Thriller
14161,Roland Emmerich,John Cusack,Amanda Peet,Chiwetel Ejiofor,Action Adventure Sci-Fi,2012,4903,5.6,John Cusack Amanda Peet Chiwetel Ejiofor Roland Emmerich Action Adventure Sci-Fi
17979,Robert Zemeckis,Gary Oldman,Jim Carrey,Steve Valentine,Animation Drama,a christmas carol,1095,6.6,Gary Oldman Jim Carrey Steve Valentine Robert Zemeckis Animation Drama
76757,Lilly Wachowski Lana Wachowski,Mila Kunis,Channing Tatum,Sean Bean,Sci-Fi Fantasy Action Adventure,jupiter ascending,2768,5.2,Mila Kunis Channing Tatum Sean Bean Lilly Wachowski Lana Wachowski Sci-Fi Fantasy Action Adventure
258489,David Yates,Alexander Skarsgård,Margot Robbie,Christoph Waltz,Action Adventure,the legend of tarzan,2430,5.5,Alexander Skarsgård Margot Robbie Christoph Waltz David Yates Action Adventure
411,Andrew Adamson,William Moseley,Anna Popplewell,Skandar Keynes,Adventure Family Fantasy,"the chronicles of narnia: the lion, the witch and the wardrobe",2629,6.7,William Moseley Anna Popplewell Skandar Keynes Andrew Adamson Adventure Family Fantasy
246655,Bryan Singer,James McAvoy,Michael Fassbender,Jennifer Lawrence,Sci-Fi,x-men: apocalypse,4721,6.4,James McAvoy Michael Fassbender Jennifer Lawrence Bryan Singer Sci-Fi
155,Christopher Nolan,Christian Bale,Michael Caine,Heath Ledger,Drama Action Crime Thriller,the dark knight,12002,8.2,Christian Bale Michael Caine Heath Ledger Christopher Nolan Drama Action Crime Thriller
14160,Pete Docter,Ed Asner,Christopher Plummer,Jordan Nagai,Animation Comedy Family Adventure,up,6870,7.7,Ed Asner Christopher Plummer Jordan Nagai Pete Docter Animation Comedy Family Adventure
15512,Conrad Vernon Rob Letterman,Seth Rogen,Reese Witherspoon,Hugh Laurie,Animation Family Adventure Sci-Fi,monsters vs aliens,1423,6,Seth Rogen Reese Witherspoon Hugh Laurie Conrad Vernon Rob Letterman Animation Family Adventure Sci-Fi
1726,Jon Favreau,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Action Sci-Fi Adventure,iron man,8776,7.4,Robert Downey Jr. Terrence Howard Jeff Bridges Jon Favreau Action Sci-Fi Adventure
44826,Martin Scorsese,Ben Kingsley,Sacha Baron Cohen,Asa Butterfield,Adventure Drama Family,hugo,2141,7,Ben Kingsley Sacha Baron Cohen Asa Butterfield Martin Scorsese Adventure Drama Family
8487,Barry Sonnenfeld,Will Smith,Kevin Kline,Kenneth Branagh,Action Adventure Comedy Sci-Fi Western,wild wild west,1020,5.1,Will Smith Kevin Kline Kenneth Branagh Barry Sonnenfeld Action Adventure Comedy Sci-Fi Western
1735,Rob Cohen,Brendan Fraser,Jet Li,John Hannah,Adventure Action Fantasy,the mummy: tomb of the dragon emperor,1387,5.2,Brendan Fraser Jet Li John Hannah Rob Cohen Adventure Action Fantasy
297761,David Ayer,Will Smith,Margot Robbie,Joel Kinnaman,Action Adventure Crime Fantasy Sci-Fi,suicide squad,7458,5.9,Will Smith Margot Robbie Joel Kinnaman David Ayer Action Adventure Crime Fantasy Sci-Fi
2698,Tom Shadyac,Steve Carell,Lauren Graham,John Goodman,Fantasy Comedy Family,evan almighty,1151,5.3,Steve Carell Lauren Graham John Goodman Tom Shadyac Fantasy Comedy Family
137113,Doug Liman,Tom Cruise,Emily Blunt,Brendan Gleeson,Action Sci-Fi,edge of tomorrow,4858,7.6,Tom Cruise Emily Blunt Brendan Gleeson Doug Liman Action Sci-Fi
9804,Kevin Reynolds,Kevin Costner,Chaim Girafi,Rick Aviles,Adventure Action,waterworld,992,5.9,Kevin Costner Chaim Girafi Rick Aviles Kevin Reynolds Adventure Action
14869,Stephen Sommers,Dennis Quaid,Channing Tatum,Marlon Wayans,Adventure Action Thriller Sci-Fi,g.i. joe: the rise of cobra,1962,5.6,Dennis Quaid Channing Tatum Marlon Wayans Stephen Sommers Adventure Action Thriller Sci-Fi
150540,Pete Docter,Amy Poehler,Phyllis Smith,Richard Kind,Drama Comedy Animation Family,inside out,6560,8,Amy Poehler Phyllis Smith Richard Kind Pete Docter Drama Comedy Animation Family
278927,Jon Favreau,Neel Sethi,Bill Murray,Ben Kingsley,Family Adventure Drama Fantasy,the jungle book,2892,6.7,Neel Sethi Bill Murray Ben Kingsley Jon Favreau Family Adventure Drama Fantasy
10138,Jon Favreau,Robert Downey Jr.,Gwyneth Paltrow,Don Cheadle,Adventure Action Sci-Fi,iron man 2,6849,6.6,Robert Downey Jr. Gwyneth Paltrow Don Cheadle Jon Favreau Adventure Action Sci-Fi
58595,Rupert Sanders,Kristen Stewart,Charlize Theron,Chris Hemsworth,Adventure Fantasy Drama,snow white and the huntsman,3118,5.8,Kristen Stewart Charlize Theron Chris Hemsworth Rupert Sanders Adventure Fantasy Drama
102651,Robert Stromberg,Angelina Jolie,Elle Fanning,Sharlto Copley,Fantasy Adventure Action Family Romance,maleficent,4496,7,Angelina Jolie Elle Fanning Sharlto Copley Robert Stromberg Fantasy Adventure Action Family Romance
119450,Matt Reeves,Andy Serkis,Jason Clarke,Gary Oldman,Sci-Fi Action Drama Thriller,dawn of the planet of the apes,4410,7.3,Andy Serkis Jason Clarke Gary Oldman Matt Reeves Sci-Fi Action Drama Thriller
79698,Roland Joffé,Josh Hartnett,Simone Kessell,Tamsin Egerton,Action Adventure Sci-Fi Romance,the lovers,34,4.8,Josh Hartnett Simone Kessell Tamsin Egerton Roland Joffé Action Adventure Sci-Fi Romance
64686,Carl Rinsch,Keanu Reeves,Hiroyuki Sanada,Kou Shibasaki,Drama Action Adventure Fantasy,47 ronin,1326,5.9,Keanu Reeves Hiroyuki Sanada Kou Shibasaki Carl Rinsch Drama Action Adventure Fantasy
100402,Anthony Russo Joe Russo,Chris Evans,Samuel L. Jackson,Scarlett Johansson,Action Adventure Sci-Fi,captain america: the winter soldier,5764,7.6,Chris Evans Samuel L. Jackson Scarlett Johansson Anthony Russo Joe Russo Action Adventure Sci-Fi
10192,Mike Mitchell,Mike Myers,Eddie Murphy,Cameron Diaz,Comedy Adventure Fantasy Animation Family,shrek forever after,1959,6,Mike Myers Eddie Murphy Cameron Diaz Mike Mitchell Comedy Adventure Fantasy Animation Family
158852,Brad Bird,Britt Robertson,George Clooney,Raffey Cassidy,Adventure Family Mystery Sci-Fi,tomorrowland,2846,6.2,Britt Robertson George Clooney Raffey Cassidy Brad Bird Adventure Family Mystery Sci-Fi
177572,Chris Williams Don Hall,Scott Adsit,Ryan Potter,Daniel Henney,Adventure Family Animation Action Comedy,big hero 6,6135,7.8,Scott Adsit Ryan Potter Daniel Henney Chris Williams Don Hall Adventure Family Animation Action Comedy
82690,Rich Moore,John C. Reilly,Sarah Silverman,Jack McBrayer,Family Animation Comedy Adventure,wreck-it ralph,4570,7.1,John C. Reilly Sarah Silverman Jack McBrayer Rich Moore Family Animation Comedy Adventure
5255,Robert Zemeckis,Tom Hanks,Michael Jeter,Nona Gaye,Adventure Animation Family Fantasy,the polar express,1474,6.4,Tom Hanks Michael Jeter Nona Gaye Robert Zemeckis Adventure Animation Family Fantasy
47933,Roland Emmerich,Liam Hemsworth,Jeff Goldblum,Bill Pullman,Action Adventure Sci-Fi,independence day: resurgence,2491,4.9,Liam Hemsworth Jeff Goldblum Bill Pullman Roland Emmerich Action Adventure Sci-Fi
10191,Chris Sanders Dean DeBlois,Jay Baruchel,Gerard Butler,Craig Ferguson,Fantasy Adventure Animation Family,how to train your dragon,4227,7.5,Jay Baruchel Gerard Butler Craig Ferguson Chris Sanders Dean DeBlois Fantasy Adventure Animation Family
296,Jonathan Mostow,Arnold Schwarzenegger,Nick Stahl,Claire Danes,Action Thriller Sci-Fi,terminator 3: rise of the machines,2143,5.9,Arnold Schwarzenegger Nick Stahl Claire Danes Jonathan Mostow Action Thriller Sci-Fi
118340,James Gunn,Chris Pratt,Zoe Saldana,Dave Bautista,Action Sci-Fi Adventure,guardians of the galaxy,9742,7.9,Chris Pratt Zoe Saldana Dave Bautista James Gunn Action Sci-Fi Adventure
157336,Christopher Nolan,Matthew McConaughey,Jessica Chastain,Anne Hathaway,Adventure Drama Sci-Fi,interstellar,10867,8.1,Matthew McConaughey Jessica Chastain Anne Hathaway Christopher Nolan Adventure Drama Sci-Fi
27205,Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Action Thriller Sci-Fi Mystery Adventure,inception,13752,8.1,Leonardo DiCaprio Joseph Gordon-Levitt Ellen Page Christopher Nolan Action Thriller Sci-Fi Mystery Adventure
315011,Hideaki Anno Shinji Higuchi,Hiroki Hasegawa,Yutaka Takenouchi,Satomi Ishihara,Action Adventure Drama Horror Sci-Fi,shin godzilla,143,6.5,Hiroki Hasegawa Yutaka Takenouchi Satomi Ishihara Hideaki Anno Shinji Higuchi Action Adventure Drama Horror Sci-Fi
49051,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Adventure Fantasy Action,the hobbit: an unexpected journey,8297,7,Ian McKellen Martin Freeman Richard Armitage Peter Jackson Adventure Fantasy Action
9799,Rob Cohen,Paul Walker,Vin Diesel,Michelle Rodriguez,Action Crime Thriller,the fast and the furious,3428,6.6,Paul Walker Vin Diesel Michelle Rodriguez Rob Cohen Action Crime Thriller
4922,David Fincher,Cate Blanchett,Brad Pitt,Tilda Swinton,Fantasy Drama Thriller Mystery Romance,the curious case of benjamin button,3292,7.3,Cate Blanchett Brad Pitt Tilda Swinton David Fincher Fantasy Drama Thriller Mystery Romance
49538,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,Action Sci-Fi Adventure,x-men: first class,5181,7.1,James McAvoy Michael Fassbender Jennifer Lawrence Matthew Vaughn Action Sci-Fi Adventure
131634,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Action Adventure Sci-Fi,the hunger games: mockingjay - part 2,3984,6.6,Jennifer Lawrence Josh Hutcherson Liam Hemsworth Francis Lawrence Action Adventure Sci-Fi
27022,Jon Turteltaub,Nicolas Cage,Jay Baruchel,Monica Bellucci,Fantasy Adventure Action Comedy Drama,the sorcerer's apprentice,1470,5.8,Nicolas Cage Jay Baruchel Monica Bellucci Jon Turteltaub Fantasy Adventure Action Comedy Drama
503,Wolfgang Petersen,Kurt Russell,Richard Dreyfuss,Josh Lucas,Adventure Action Drama Thriller,poseidon,583,5.5,Kurt Russell Richard Dreyfuss Josh Lucas Wolfgang Petersen Adventure Action Drama Thriller
241259,James Bobin,Johnny Depp,Mia Wasikowska,Anne Hathaway,Fantasy,alice through the looking glass,1725,6.5,Johnny Depp Mia Wasikowska Anne Hathaway James Bobin Fantasy
810,Chris Miller Raman Hui,Mike Myers,Eddie Murphy,Cameron Diaz,Fantasy Adventure Animation Comedy Family,shrek the third,2278,6,Mike Myers Eddie Murphy Cameron Diaz Chris Miller Raman Hui Fantasy Adventure Animation Comedy Family
68735,Duncan Jones,Paula Patton,Travis Fimmel,Ben Foster,Action Adventure Fantasy,warcraft,2268,6.3,Paula Patton Travis Fimmel Ben Foster Duncan Jones Action Adventure Fantasy
87101,Alan Taylor,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Sci-Fi Action Thriller Adventure,terminator genisys,3631,5.8,Arnold Schwarzenegger Jason Clarke Emilia Clarke Alan Taylor Sci-Fi Action Thriller Adventure
10140,Michael Apted,Skandar Keynes,Georgie Henley,Simon Pegg,Adventure Family Fantasy,the chronicles of narnia: the voyage of the dawn treader,1514,6.2,Skandar Keynes Georgie Henley Simon Pegg Michael Apted Adventure Family Fantasy
676,Michael Bay,Ben Affleck,Josh Hartnett,Kate Beckinsale,History Romance War,pearl harbor,1791,6.6,Ben Affleck Josh Hartnett Kate Beckinsale Michael Bay History Romance War
1858,Michael Bay,Shia LaBeouf,Josh Duhamel,Megan Fox,Adventure Sci-Fi Action,transformers,4040,6.6,Shia LaBeouf Josh Duhamel Megan Fox Michael Bay Adventure Sci-Fi Action
1966,Oliver Stone,Colin Farrell,Angelina Jolie,Val Kilmer,War History Action Adventure Drama Romance,alexander,927,5.6,Colin Farrell Angelina Jolie Val Kilmer Oliver Stone War History Action Adventure Drama Romance
675,David Yates,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy Family Mystery,harry potter and the order of the phoenix,5494,7.4,Daniel Radcliffe Rupert Grint Emma Watson David Yates Adventure Fantasy Family Mystery
674,Mike Newell,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy Family,harry potter and the goblet of fire,5608,7.5,Daniel Radcliffe Rupert Grint Emma Watson Mike Newell Adventure Fantasy Family
8960,Peter Berg,Will Smith,Charlize Theron,Jason Bateman,Fantasy Action,hancock,2961,6.2,Will Smith Charlize Theron Jason Bateman Peter Berg Fantasy Action
6479,Francis Lawrence,Will Smith,Alice Braga,Charlie Tahan,Drama Horror Action Thriller Sci-Fi,i am legend,4853,6.9,Will Smith Alice Braga Charlie Tahan Francis Lawrence Drama Horror Action Thriller Sci-Fi
118,Tim Burton,Johnny Depp,Freddie Highmore,David Kelly,Adventure Comedy Family Fantasy,charlie and the chocolate factory,3624,6.7,Johnny Depp Freddie Highmore David Kelly Tim Burton Adventure Comedy Family Fantasy
2062,Jan Pinkava Brad Bird,Patton Oswalt,Ian Holm,Lou Romano,Animation Comedy Family Fantasy,ratatouille,4369,7.5,Patton Oswalt Ian Holm Lou Romano Jan Pinkava Brad Bird Animation Comedy Family Fantasy
272,Christopher Nolan,Christian Bale,Michael Caine,Liam Neeson,Action Crime Drama,batman begins,7359,7.5,Christian Bale Michael Caine Liam Neeson Christopher Nolan Action Crime Drama
10527,Eric Darnell Tom McGrath,Ben Stiller,Jada Pinkett Smith,David Schwimmer,Family Animation,madagascar: escape 2 africa,1810,6.2,Ben Stiller Jada Pinkett Smith David Schwimmer Eric Darnell Tom McGrath Family Animation
18360,Shawn Levy,Ben Stiller,Amy Adams,Owen Wilson,Adventure Fantasy Action Comedy Family,night at the museum: battle of the smithsonian,1971,5.9,Ben Stiller Amy Adams Owen Wilson Shawn Levy Adventure Fantasy Action Comedy Family
2080,Gavin Hood,Hugh Jackman,Liev Schreiber,Danny Huston,Adventure Action Thriller Sci-Fi,x-men origins: wolverine,4021,6.2,Hugh Jackman Liev Schreiber Danny Huston Gavin Hood Adventure Action Thriller Sci-Fi
605,Lilly Wachowski Lana Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Adventure Action Thriller Sci-Fi,the matrix revolutions,3096,6.4,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Lilly Wachowski Lana Wachowski Adventure Action Thriller Sci-Fi
109445,Chris Buck Jennifer Lee,Kristen Bell,Idina Menzel,Jonathan Groff,Animation Adventure Family,frozen,5295,7.3,Kristen Bell Idina Menzel Jonathan Groff Chris Buck Jennifer Lee Animation Adventure Family
